Seconds,Paging_Process
0,15840
1,16320
2,14160
3,15600
4,15120
5,14400
6,18480
7,12000
8,16320
9,14640
10,18240
11,15360
12,14400
13,15600
14,16800
15,14880
16,15840
17,13440
18,14400
19,16560
20,17280
21,13440
22,12720
23,16560
24,13680
25,17520
26,12000
27,14640
28,13680
29,15840
30,16560
31,15840
32,13680
33,13920
34,17760
35,17760
36,14160
37,12960
38,10800
39,16800
40,15600
41,15840
42,17280
43,14640
44,14160
45,16080
46,16800
47,14880
48,16560
49,14880
50,15600
51,13440
52,15600
53,15120
54,17520
55,14160
56,12480
57,17760
58,18480
59,14880
60,15120
61,15840
62,15360
63,11760
64,14880
65,16560
66,13680
67,14400
68,13200
69,13440
70,11760
71,12960
72,13200
73,14880
74,17280
75,13680
76,16560
77,16560
78,14400
79,12480
80,19680
81,14880
82,14400
83,14640
84,12240
85,15840
86,13920
87,14880
88,17520
89,13200
90,11520
91,16080
92,15600
93,14880
94,12240
95,13200
96,13920
97,15840
98,17520
99,19920
100,13440
101,14160
102,16320
103,15360
104,14160
105,20400
106,15360
107,17760
108,14640
109,18000
110,16560
111,17520
112,15360
113,12240
114,13440
115,13920
116,15360
117,18240
118,16320
119,15120
120,15840
121,15600
122,12000
123,13920
124,12960
125,18480
126,13200
127,16320
128,14400
129,13920
130,12960
131,12480
132,13920
133,15600
134,18240
135,13200
136,20160
137,12960
138,15120
139,16080
140,12000
141,14880
142,15600
143,13200
144,15360
145,14880
146,14880
147,17040
148,15360
149,14640
150,17040
151,13680
152,15360
153,14880
154,15120
155,14400
156,17040
157,13680
158,12480
159,16080
160,12000
161,16320
162,13440
163,15600
164,11520
165,15120
166,15600
167,12000
168,12240
169,16320
170,15600
171,14880
172,14160
173,14640
174,16080
175,17040
176,14160
177,15600
178,13680
179,14160
180,12960
181,10800
182,14880
183,14160
184,13440
185,15120
186,15360
187,16320
188,14880
189,13920
190,12240
191,13440
192,15840
193,13920
194,14400
195,16560
196,14400
197,15600
198,15360
199,12720
200,17520
201,14400
202,13680
203,15360
204,12240
205,16320
206,12960
207,15840
208,15120
209,13440
210,18000
211,15120
212,14640
213,12240
214,15120
215,16560
216,17040
217,16320
218,13440
219,14400
220,13680
221,16800
222,16560
223,10560
224,12480
225,17040
226,16560
227,14880
228,15600
229,15360
230,15360
231,11520
232,17040
233,17040
234,11040
235,16560
236,11760
237,16800
238,12240
239,14880
240,12960
241,15840
242,15360
243,18480
244,14400
245,13920
246,14400
247,15120
248,20640
249,14640
250,15600
251,16320
252,14160
253,15360
254,16800
255,14160
256,12960
257,14160
258,16800
259,15840
260,14400
261,13200
262,14400
263,16560
264,14880
265,14880
266,15120
267,13920
268,13200
269,14160
270,15840
271,13920
272,14880
273,12000
274,15120
275,14160
276,14160
277,16560
278,16560
279,11520
280,13200
281,12960
282,14160
283,14160
284,12000
285,17280
286,13440
287,12000
288,14640
289,14640
290,14880
291,16800
292,14160
293,16320
294,12720
295,12720
296,19200
297,10080
298,15360
299,10560
300,15840
301,13440
302,16320
303,11760
304,15840
305,16080
306,13440
307,15120
308,13680
309,13680
310,13200
311,16320
312,15360
313,12960
314,17040
315,14400
316,12720
317,15600
318,17040
319,17280
320,14400
321,13440
322,14640
323,12720
324,13680
325,16560
326,12480
327,14400
328,13920
329,13680
330,16800
331,17040
332,14640
333,15840
334,12000
335,16320
336,15840
337,14640
338,14640
339,14880
340,16560
341,16320
342,12240
343,14400
344,16560
345,15360
346,15120
347,16800
348,14160
349,11760
350,15840
351,17760
352,13920
353,13200
354,15840
355,15360
356,12240
357,13440
358,15600
359,14640
360,14640
361,14400
362,10800
363,17040
364,15120
365,14160
366,16320
367,15840
368,14160
369,16560
370,13680
371,14640
372,11040
373,12720
374,16320
375,13440
376,15120
377,18720
378,15840
379,14640
380,15120
381,14160
382,15600
383,14400
384,11280
385,14640
386,13920
387,14400
388,11760
389,18480
390,16080
391,15600
392,18480
393,12720
394,11760
395,13200
396,15120
397,15120
398,15120
399,9840
400,12480
401,15840
402,14880
403,13200
404,15360
405,12000
406,12720
407,12240
408,13920
409,12960
410,13200
411,14160
412,11520
413,15120
414,14400
415,14400
416,18000
417,15120
418,15600
419,13440
420,12720
421,12960
422,15840
423,17520
424,11760
425,16320
426,16320
427,13920
428,12960
429,13440
430,15360
431,14880
432,13200
433,14880
434,12000
435,13200
436,13920
437,16800
438,13920
439,16320
440,16560
441,13200
442,15600
443,13680
444,13440
445,17280
446,14400
447,16080
448,16080
449,16560
450,15360
451,15600
452,13920
453,14880
454,13920
455,14160
456,18240
457,14880
458,15840
459,12240
460,15840
461,17760
462,14160
463,18720
464,12480
465,15600
466,15600
467,17040
468,12480
469,16800
470,17040
471,11520
472,14880
473,10080
474,11760
475,14640
476,15840
477,14160
478,13680
479,14400
480,16080
481,17520
482,15600
483,14880
484,13200
485,17520
486,16800
487,14400
488,12480
489,13920
490,14400
491,17760
492,13680
493,15840
494,15360
495,14400
496,13920
497,15120
498,14880
499,14640
500,15360
501,15840
502,17760
503,14400
504,14160
505,11760
506,15600
507,16560
508,11040
509,15600
510,17280
511,13440
512,15360
513,10800
514,17520
515,16800
516,16800
517,18240
518,15840
519,16800
520,15840
521,17040
522,16320
523,15600
524,13200
525,12960
526,16560
527,12960
528,17040
529,17520
530,14880
531,17040
532,12480
533,18000
534,14400
535,14160
536,12000
537,16320
538,12960
539,13440
540,15840
541,17520
542,13200
543,13920
544,16320
545,11040
546,17760
547,14160
548,13680
549,18720
550,18000
551,13200
552,15840
553,13920
554,15360
555,15600
556,15120
557,12480
558,18000
559,12480
560,14640
561,13200
562,14640
563,16800
564,14400
565,16800
566,14400
567,14880
568,17040
569,15120
570,12960
571,20160
572,16080
573,16320
574,16320
575,13680
576,18960
577,20160
578,14640
579,13200
580,16560
581,17760
582,12960
583,12240
584,14880
585,12240
586,12000
587,16320
588,14640
589,14640
590,15600
591,14160
592,12960
593,15840
594,16320
595,13440
596,18480
597,15840
598,13680
599,13920
600,12240
601,14640
602,13200
603,13920
604,16320
605,17280
606,11760
607,14160
608,12000
609,15120
610,16080
611,18240
612,14160
613,13440
614,13920
615,12960
616,15360
617,16080
618,15600
619,13920
620,12960
621,12960
622,15120
623,16800
624,12240
625,12960
626,15840
627,15120
628,17520
629,14160
630,14640
631,17520
632,16560
633,16560
634,15360
635,19680
636,16320
637,13200
638,10320
639,18000
640,15840
641,11760
642,16080
643,14160
644,14640
645,13200
646,17520
647,14640
648,15600
649,17040
650,15840
651,16080
652,13200
653,14640
654,16560
655,14640
656,18240
657,16080
658,9120
659,11520
660,15600
661,15840
662,12480
663,14160
664,16800
665,14400
666,13920
667,15600
668,16320
669,16320
670,16560
671,14640
672,16320
673,16800
674,15120
675,15120
676,14400
677,12000
678,13440
679,14880
680,12480
681,16080
682,14160
683,13440
684,13920
685,12720
686,15840
687,15120
688,13920
689,15600
690,16800
691,12720
692,12000
693,13680
694,12000
695,13680
696,17760
697,16560
698,14640
699,14160
700,15360
701,14400
702,15360
703,13440
704,15120
705,15600
706,15600
707,15360
708,15360
709,14640
710,17760
711,15360
712,19200
713,15120
714,14160
715,13440
716,16800
717,13680
718,14400
719,15600
720,12480
721,16080
722,15840
723,14640
724,14400
725,12480
726,15360
727,11040
728,14160
729,14160
730,14160
731,13680
732,18720
733,12960
734,15120
735,18000
736,13680
737,18960
738,14640
739,13200
740,14160
741,15120
742,16320
743,14640
744,13440
745,17760
746,15600
747,16320
748,15120
749,16080
750,17040
751,12000
752,11520
753,14880
754,16800
755,13680
756,17760
757,13920
758,13920
759,16560
760,18000
761,12000
762,10800
763,15360
764,15120
765,17520
766,15360
767,17040
768,15840
769,13920
770,16080
771,13920
772,14400
773,18480
774,14400
775,15360
776,16560
777,18960
778,14400
779,14640
780,14160
781,16560
782,12480
783,15840
784,15120
785,16800
786,14640
787,12240
788,17040
789,16320
790,12720
791,13680
792,14400
793,15840
794,13200
795,13680
796,13680
797,16320
798,15600
799,12960
800,14400
801,17040
802,16560
803,10800
804,17760
805,15840
806,14400
807,15360
808,14400
809,14400
810,14400
811,14640
812,12240
813,15600
814,15360
815,15600
816,14880
817,13440
818,14400
819,14880
820,11760
821,14400
822,16800
823,17280
824,15600
825,15120
826,16320
827,15600
828,14400
829,14400
830,14880
831,12720
832,12960
833,12960
834,12960
835,12720
836,12240
837,11760
838,16800
839,13920
840,13680
841,12480
842,17520
843,15120
844,15360
845,18000
846,14400
847,14640
848,16320
849,15360
850,20160
851,13200
852,14160
853,16800
854,15840
855,17760
856,14160
857,11520
858,15360
859,19440
860,12240
861,15120
862,13200
863,17040
864,15840
865,15840
866,13920
867,14880
868,19920
869,16080
870,15120
871,12240
872,12000
873,14640
874,15360
875,13920
876,16800
877,17040
878,12000
879,9840
880,11040
881,16080
882,13680
883,12480
884,13920
885,16560
886,13920
887,14880
888,16320
889,18720
890,12720
891,18000
892,14400
893,14160
894,17040
895,12960
896,14400
897,12720
898,15120
899,18960
900,11280
901,17520
902,15120
903,14160
904,14640
905,17040
906,16080
907,17040
908,13440
909,16560
910,13200
911,12480
912,12960
913,15120
914,17520
915,16080
916,13920
917,13440
918,17280
919,13920
920,15360
921,12720
922,15840
923,12480
924,15360
925,13680
926,15120
927,14640
928,12720
929,17520
930,13920
931,14880
932,14640
933,15120
934,17280
935,13920
936,12960
937,13200
938,15840
939,18480
940,11520
941,14400
942,16560
943,16560
944,14880
945,11280
946,12720
947,11520
948,14160
949,14640
950,19680
951,14160
952,16080
953,13440
954,12480
955,13200
956,12720
957,16800
958,12000
959,19440
960,18960
961,18480
962,15120
963,15840
964,16320
965,18720
966,14880
967,13920
968,12960
969,14880
970,18480
971,11040
972,11280
973,12960
974,13680
975,14160
976,17040
977,12960
978,14160
979,13680
980,13200
981,16080
982,13440
983,12960
984,15840
985,12960
986,14880
987,12480
988,12720
989,14160
990,14400
991,11760
992,15840
993,13920
994,12960
995,14640
996,14400
997,16800
998,14640
999,17760
1000,14160
1001,16320
1002,15360
1003,13680
1004,15600
1005,16320
1006,14160
1007,12240
1008,12240
1009,15840
1010,11520
1011,16320
1012,15600
1013,17280
1014,14160
1015,13440
1016,15120
1017,16800
1018,16800
1019,14400
1020,17280
1021,15600
1022,13200
1023,17520
1024,17760
1025,16560
1026,15120
1027,12000
1028,13200
1029,17280
1030,13920
1031,16560
1032,13920
1033,13440
1034,14160
1035,16800
1036,16080
1037,16080
1038,15840
1039,15600
1040,11760
1041,15840
1042,14160
1043,13440
1044,12000
1045,13200
1046,14640
1047,12720
1048,14640
1049,14400
1050,16320
1051,16080
1052,12720
1053,14880
1054,16320
1055,16320
1056,17040
1057,10320
1058,17280
1059,17040
1060,13440
1061,15600
1062,16320
1063,13440
1064,16080
1065,14160
1066,14160
1067,12000
1068,11760
1069,13920
1070,16560
1071,14880
1072,13200
1073,15120
1074,10080
1075,14640
1076,14160
1077,13920
1078,13440
1079,11760
1080,11760
1081,18480
1082,13920
1083,12720
1084,17040
1085,14400
1086,13440
1087,14880
1088,16560
1089,15120
1090,14400
1091,15840
1092,15840
1093,16560
1094,11520
1095,13920
1096,14400
1097,14640
1098,17040
1099,15360
1100,15840
1101,16800
1102,13200
1103,11520
1104,14400
1105,15120
1106,14160
1107,18960
1108,14160
1109,15120
1110,14160
1111,15120
1112,17040
1113,12480
1114,15840
1115,16320
1116,13440
1117,10800
1118,12720
1119,11520
1120,12480
1121,18000
1122,15600
1123,18720
1124,15840
1125,11520
1126,12000
1127,15840
1128,15840
1129,11520
1130,10560
1131,15600
1132,15120
1133,18000
1134,17760
1135,17040
1136,15360
1137,17040
1138,13680
1139,13200
1140,16800
1141,15120
1142,16800
1143,14880
1144,14640
1145,16800
1146,18960
1147,15120
1148,14880
1149,13440
1150,15120
1151,14880
1152,16320
1153,14880
1154,13920
1155,16080
1156,13680
1157,14880
1158,14640
1159,13680
1160,16560
1161,15360
1162,15840
1163,16560
1164,13200
1165,13920
1166,14880
1167,17280
1168,17520
1169,16320
1170,12240
1171,15120
1172,12000
1173,14880
1174,17280
1175,15360
1176,13920
1177,15840
1178,13440
1179,19440
1180,14880
1181,15840
1182,13200
1183,12480
1184,13920
1185,17040
1186,15600
1187,14880
1188,13920
1189,13200
1190,18720
1191,15360
1192,13440
1193,12000
1194,14640
1195,15840
1196,11520
1197,16560
1198,14640
1199,15840
1200,14160
1201,14880
1202,17520
1203,14160
1204,14880
1205,15840
1206,15840
1207,13680
1208,16320
1209,14400
1210,17520
1211,12480
1212,16320
1213,15600
1214,11760
1215,13920
1216,13920
1217,13920
1218,17040
1219,11520
1220,14400
1221,17520
1222,17280
1223,12240
1224,12720
1225,15600
1226,16800
1227,19680
1228,15120
1229,18480
1230,14640
1231,15840
1232,17760
1233,15600
1234,14160
1235,15360
1236,13680
1237,15120
1238,13440
1239,14160
1240,16080
1241,16320
1242,13680
1243,15840
1244,16080
1245,17040
1246,12960
1247,12960
1248,14640
1249,16320
1250,18960
1251,14160
1252,16080
1253,13680
1254,18000
1255,17280
1256,19200
1257,15120
1258,12720
1259,12960
1260,14400
1261,15360
1262,15840
1263,13680
1264,14880
1265,15840
1266,17520
1267,15840
1268,18720
1269,13200
1270,15600
1271,12240
1272,15360
1273,15120
1274,15120
1275,18000
1276,15360
1277,18960
1278,13920
1279,15360
1280,14400
1281,15360
1282,12960
1283,16560
1284,16080
1285,12720
1286,17280
1287,13920
1288,13680
1289,16320
1290,15120
1291,15600
1292,17280
1293,13200
1294,12720
1295,15120
1296,12000
1297,13920
1298,16800
1299,16320
1300,15600
1301,11760
1302,12480
1303,13680
1304,13920
1305,14880
1306,11760
1307,20640
1308,14400
1309,12000
1310,11520
1311,13680
1312,16800
1313,16800
1314,13680
1315,17520
1316,12480
1317,17040
1318,12720
1319,15360
1320,17520
1321,14400
1322,12240
1323,15360
1324,14400
1325,10800
1326,17520
1327,14880
1328,11760
1329,14400
1330,18000
1331,12960
1332,11760
1333,12000
1334,13680
1335,12960
1336,14640
1337,13440
1338,12000
1339,13440
1340,15840
1341,15360
1342,14400
1343,15360
1344,13680
1345,19440
1346,12960
1347,17040
1348,13680
1349,17520
1350,15600
1351,15360
1352,17040
1353,15120
1354,15360
1355,15360
1356,13200
1357,14640
1358,16080
1359,15120
1360,15120
1361,16560
1362,12960
1363,15840
1364,12720
1365,17520
1366,13920
1367,12960
1368,14640
1369,14400
1370,13440
1371,14160
1372,12720
1373,14400
1374,13200
1375,10320
1376,15840
1377,12480
1378,12960
1379,12960
1380,13200
1381,17520
1382,13440
1383,14880
1384,13920
1385,16800
1386,13200
1387,15600
1388,14160
1389,15600
1390,15840
1391,18000
1392,14640
1393,10560
1394,13440
1395,16560
1396,13200
1397,16560
1398,14880
1399,16800
1400,12000
1401,15360
1402,18240
1403,15120
1404,12000
1405,14400
1406,18960
1407,14160
1408,16560
1409,17760
1410,15840
1411,12960
1412,20160
1413,15360
1414,12960
1415,14400
1416,14880
1417,12960
1418,13680
1419,13200
1420,13440
1421,17040
1422,15600
1423,14160
1424,17760
1425,15600
1426,15600
1427,13680
1428,16800
1429,16560
1430,15600
1431,15120
1432,16560
1433,13440
1434,14400
1435,17520
1436,12240
1437,13920
1438,13920
1439,14880
1440,16320
1441,13920
1442,14880
1443,15600
1444,11280
1445,11520
1446,13680
1447,12000
1448,15120
1449,14160
1450,12720
1451,13920
1452,17280
1453,13440
1454,14880
1455,15120
1456,14400
1457,14400
1458,15360
1459,15840
1460,12000
1461,11040
1462,13920
1463,17040
1464,16560
1465,13680
1466,14160
1467,15840
1468,13200
1469,12960
1470,16320
1471,15840
1472,16560
1473,18720
1474,13440
1475,15360
1476,10800
1477,15600
1478,13680
1479,12000
1480,16320
1481,12240
1482,15600
1483,12480
1484,12480
1485,11760
1486,16800
1487,19440
1488,13200
1489,14640
1490,18240
1491,13440
1492,12240
1493,16080
1494,11040
1495,13440
1496,13920
1497,15600
1498,17040
1499,14160
1500,12960
1501,16560
1502,15600
1503,14880
1504,16800
1505,14880
1506,16320
1507,12480
1508,15120
1509,10800
1510,13200
1511,14160
1512,15600
1513,15360
1514,14880
1515,12720
1516,14880
1517,14880
1518,13200
1519,16080
1520,15600
1521,15120
1522,15600
1523,14640
1524,12960
1525,15120
1526,15120
1527,15360
1528,14880
1529,17520
1530,9600
1531,16560
1532,13920
1533,15120
1534,12720
1535,18480
1536,14400
1537,16560
1538,13920
1539,16320
1540,13200
1541,14400
1542,16560
1543,14880
1544,14400
1545,15120
1546,13440
1547,13920
1548,14640
1549,14160
1550,17280
1551,14400
1552,16080
1553,15840
1554,17280
1555,11520
1556,12960
1557,13440
1558,12480
1559,13680
1560,16560
1561,13440
1562,15120
1563,14160
1564,16080
1565,16320
1566,13200
1567,16080
1568,11040
1569,17280
1570,13920
1571,10560
1572,14640
1573,14400
1574,15120
1575,16080
1576,16800
1577,13680
1578,9840
1579,14640
1580,15600
1581,16320
1582,15120
1583,15120
1584,14400
1585,14400
1586,18480
1587,15840
1588,15840
1589,18000
1590,14880
1591,15840
1592,13680
1593,15840
1594,15120
1595,15360
1596,13440
1597,12480
1598,12960
1599,12720
1600,12480
1601,17760
1602,15360
1603,14160
1604,13680
1605,17760
1606,12000
1607,16800
1608,17520
1609,15600
1610,16800
1611,16800
1612,14400
1613,16320
1614,18480
1615,11760
1616,18480
1617,13200
1618,17520
1619,11280
1620,11040
1621,13680
1622,13200
1623,15840
1624,12960
1625,15600
1626,17040
1627,14640
1628,18000
1629,15600
1630,15120
1631,12240
1632,16080
1633,15600
1634,16800
1635,15600
1636,13680
1637,17520
1638,14640
1639,13680
1640,16560
1641,16080
1642,15360
1643,13200
1644,17520
1645,16080
1646,15360
1647,15840
1648,15840
1649,16320
1650,13440
1651,16320
1652,15600
1653,15840
1654,13440
1655,12480
1656,15120
1657,15360
1658,15840
1659,17280
1660,15840
1661,17280
1662,13920
1663,14160
1664,14160
1665,14400
1666,12000
1667,14640
1668,17760
1669,14160
1670,15360
1671,12720
1672,16320
1673,14160
1674,14880
1675,14880
1676,14880
1677,12720
1678,12240
1679,16080
1680,14400
1681,17280
1682,16080
1683,15600
1684,14400
1685,14400
1686,14640
1687,17280
1688,13440
1689,13680
1690,18000
1691,15120
1692,14160
1693,14160
1694,15840
1695,14160
1696,14400
1697,16800
1698,15600
1699,15360
1700,13680
1701,14160
1702,15360
1703,14160
1704,17280
1705,14880
1706,14880
1707,14400
1708,14880
1709,15120
1710,16080
1711,15360
1712,12960
1713,11760
1714,11280
1715,12480
1716,14400
1717,13200
1718,14880
1719,15600
1720,14160
1721,12720
1722,15840
1723,15600
1724,13920
1725,16560
1726,15600
1727,11280
1728,14880
1729,15840
1730,12480
1731,16560
1732,18960
1733,11520
1734,13440
1735,16080
1736,14880
1737,15360
1738,16320
1739,14880
1740,14880
1741,15600
1742,14400
1743,14160
1744,14640
1745,15600
1746,16320
1747,13680
1748,15840
1749,16080
1750,14400
1751,14160
1752,13920
1753,15840
1754,15840
1755,12960
1756,13200
1757,13680
1758,18240
1759,11520
1760,15600
1761,12960
1762,12960
1763,12720
1764,14400
1765,15840
1766,12240
1767,16560
1768,15600
1769,16080
1770,15360
1771,14400
1772,14400
1773,14400
1774,14880
1775,16560
1776,14640
1777,14400
1778,14640
1779,13920
1780,15600
1781,17520
1782,14160
1783,14640
1784,17280
1785,17280
1786,14880
1787,14400
1788,13440
1789,13680
1790,13200
1791,16080
1792,15120
1793,14160
1794,13920
1795,18720
1796,14880
1797,13440
1798,15360
1799,12960
1800,12720
1801,12960
1802,13440
1803,17520
1804,15360
1805,11280
1806,14640
1807,16560
1808,13680
1809,14640
1810,14160
1811,16800
1812,16800
1813,12480
1814,13440
1815,14400
1816,12720
1817,12000
1818,12960
1819,18720
1820,13920
1821,13440
1822,14880
1823,12480
1824,16320
1825,14640
1826,14880
1827,12480
1828,11760
1829,15600
1830,14400
1831,15840
1832,15120
1833,14160
1834,14640
1835,13200
1836,18240
1837,16080
1838,11280
1839,13680
1840,14160
1841,14400
1842,14880
1843,14880
1844,13440
1845,14400
1846,12000
1847,12000
1848,16320
